	review	emotion
399	@devyra haha one day we will have a huge roadtrip	love
400	Good mornin. Today will end early, woo. Gonna work on rick's surprise PROJECT DUE ON TUESDAY	happiness
401	@remiransom i wanted to see that.  enjoy it!	neutral
402	@shefinds Great job!	happiness
403	@AreonLee Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter	neutral
404	loves twitter (Y) 38th post. mwaha  x	love
405	FINALLY FINISHED MY FUCKING FILM FINAL!!!  (Well, all except 1 part, but idk how to do it....) :/	neutral
406	@jacobmaestas I don't think I'll ever have one of those again	sadness
407	@MtBonez OR, just make someone walk on ur back?? I'm a professional back walker-on'er  I could use that too, on the lower regions!	worry
408	Will this rain ever go away, my puppy is getting cabin fever and she doesn't like going out in the rain	sadness
409	I am not doing much  all well!	worry
410	@maximCH  there's finally time, it's raining  and the hockey doesn't start until 4   Good idea for a myepisodes.com script, but it's me.	worry
411	I don't know what im doing :S	worry
412	@Free2b_you Ah! Haha that's exciting. If I ever come to Australia we are definitely gonna have a movie night, FYI	worry
413	@vivid13 Thanks about the ponytail. I dreamt last night that I shaved my head...??? I guess it's a bigger deal than I thought.	neutral
414	sorry i havent tweeted in a while- i was on holiday then was ill but im better now	worry
415	Got into the show early. Jackson's chillen. Lil shorty	neutral
416	A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks	love
417	@karramandi Where r u Yvonne?? Haven't seen u in the google groups in a day or so. Miss ya.	worry
418	My poor little 7mth old was taken to hospital yesterday. We are syringe feeding him at home because he doesn't want to drink.	worry
419	@scitadel oh well   Its great to see the canadian math trades getting bigger though.	happiness
420	really really misses her	sadness
421	strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.	sadness
422	http://twitpic.com/4wukz - At Covershots, Kelana Jaya, for Carter &amp; Nicole's wedding	neutral
423	maybe someday. i lova ya, friends!! my computer sucks  listening to coldplay&lt;3 tomorrow meet my bbff	love
424	i keep reading contracts as cataracts... Someone should bring me panera	worry
425	Friday and it's raining	neutral
426	@MommaSalty Aw, sorry about your cat   No worries about the blankets, I was just wondering, I'm in no rush, take your time!	worry
427	@tomfelton http://twitpic.com/4jam0 - better lighting would have enhanced the photo... nice angle though...	neutral
428	one of my favorite, most relaxing songs to wake up to: http://tinyurl.com/c8fr3e Good morning.	happiness
429	http://bit.ly/X7D1c  Spanish Grand Prix 2009  in one hour!	happiness
430	Kinda feeling in a reggae mood.... hope you all enjoy the smoothness on this lovely weekend	love
431	Feel so depressed that I couldn't save it... Thanks for nothing!	happiness
432	everybody look at my new profile picture, just click it on my profile	neutral
433	Morning folks! Light tweeting today ('Hurrah!' from the crowd!) 'cos I've a busy Friday. Me inside, sunshine out.	neutral
434	@MarkStanto why thx! #webdu I was only at the conf on Thurs	happiness
435	@laydmaxix aww  i will keep sending it ;)	happiness
436	@amber_benson You are an absolute legend! Love love love it	love
437	@lilyroseallen britains got talent is rather disappointing this year	sadness
438	new guitar hero metallica guitar is already broken  #fail	sadness
439	[Wrong!] @azuril your the earlybird so you suck  http://tinyurl.com/p47mdp	neutral
440	Now have windows 7 up and running....very very happy  it's got sum wicked new features http://bit.ly/jyWnz	love
441	Im Slowing on My Tweets..Cuase I Lost My Phone	sadness
442	@caitlinjoneill that's why you are visiting alllllll the time next year.. It will never be the same though	neutral
443	@Bea0414 eh..not sure daw guesting ni cha on monday	neutral
444	shuuut up  stupid.	neutral
445	@superdes go with firefox	neutral
446	@Hardcore4 Damn Frat - that's too bad...  Should be a good show (at least I'm hoping so) esp. since it's in BK...	sadness
447	Thank you for the follow @christinelu!  Looking forward to your tweets...	worry
448	orbits-gravity-moon-space exploration-galaxy-exoplanets-universe-life beyond earth-idea of Gods-religions-philosophy-morality	neutral
449	my to do list is bananas, before i leave for Europe BOOOO	neutral
450	Is have a bad night at work.	worry
451	i want Anoop to wish me Happy Birthday	love
452	@spencerpratt How can i vote, it wont let me, says they closed the votes in her category  i wanna vote	neutral
453	@cameo1172 i feel u  but its sooo close to me hard not to  but i cant so no point ugh	worry
454	@IdRatherBeSki @siriuslyheather They follow my	neutral
455	@dean_b if I drive home now I think I am breaking the laws?  Tooooooo many dranks.  Toooooo many. I am stuck in MF burbank.	worry
456	????? http://is.gd/wxMt . ??????? ???  and may the source be with you	neutral
457	@MicahJosiahD i really am going to miss you	sadness
458	not looking forward to driving in this storm.	sadness
459	@iandstewart I can honestly say that thematic had a big part in my blogging enthusiam ~ I love being able to do what I want	love
460	@chasssss they got attacked by the club	sadness
461	gah. how am i supposed to study when all i do is sneeze and get even more tired.	worry
462	@RisaRM do you like the rain, too?  I love rainstorms and fresh wind.  Nature is amazing	neutral
463	@DucCat900 pic, please.	neutral
464	@AraTheCoach. Really I look like a boy!!! I need someone to do my hair!	worry
465	i want to see ephraim zenh tomorrow! a lot. but can i find a sitter? wtf? why does everyone have plans? it's only saturday night...sigh.	worry
466	http://twitpic.com/4j8yk - Thelma, Rebeca, Fernanda Symonds, Fernanda Cordova	neutral
467	Sometimes I have a pillow and sometimes I don't	sadness
468	@overshootTV Thx! Old computer here, too slow for both Kubuntu and Blender really.	sadness
469	#jonaswebcast i just missed it!!!!	sadness
470	@wamarineangel awwwwww  *hugs*	love
471	Happy Mother's Day mom	love
472	Off to band practice	neutral
473	@dolliesierra Awwh....well at least you are up top, where the magic happens!  Today will be a good day, no worries.	happiness
474	@tommcfly I'm starting to get really dizzy. Do a tour in the Philippines?  So we'd feel the bliss of knowing our efforts were worth it!	worry
475	@AngryYoungMan2 Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!	worry
476	Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis	love
477	@gregh_tdh Can you install ruby, gems and rails on keep? Please?	neutral
478	@fallenstar_ I got 71! That's more than I'm following... I feel special now	happiness
479	@dictums honey perhaps some medicine? i feel bad for you? do you have fever?	worry
480	thinks lamb chops would be really nice right about now... or maybe some sushi  mmm.. maybe just an ice lolly cos its so damn hot!!!	worry
481	@SAROAR  Trudat... I even have my own peppermint syrup from Starbucks.	neutral
482	in desperate need of some tweets to cheer me up	sadness
483	Ahh man up and getting ready for work  I wanna sleep!!!	sadness
484	@dopegirlfresh YAY!!  I was supposed to be there next weekend. But its off now.   But I'ma make it out there...I &lt;3 Philly.	love
485	@jillvee Sounds great ... wish i had the $ do buy some!	neutral
486	@Odbod Yeah it's the Ford Focus Titanium, you only get the helicopter add on with the top-end luxury models unfortunately	neutral
487	@jimrcummings too kind Jim too kind brother	neutral
488	@spaaluhi bleh yeah we just got over some vog but I'm sure that's nothing compaired to what you get	neutral
489	@Shouq take a nap bedalii	neutral
490	@kbphotos You are an early bird too I see?!?!	neutral
491	I might be a snob, because my friend-follower ratio is 6	sadness
492	@maddysen ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???	worry
493	Trip to DC next week canceled.  So, no Artomatic or beer with @genehack.	sadness
494	Hope it becomes okay soon @samaliksi	worry
495	Covering my portfolio to send to my *dream job* in ny! Send good vibes!	happiness
496	Goodmorning	love
497	Exam 1 today. Going to get my license renewed  The birthday is getting closer!	neutral
498	@NattyKnits I just KNEW you'd get that!	happiness
499	@jwalsh Damnit all. That sucks.  You were one of the ones I thought I'd drag back lol	sadness
500	Sitting in the KAUST offices. Sun is shining and surrounded by busy people... ace	neutral
501	@oneofthosefaces i know im inlove with  @katyperry actually..	love
502	Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it's not looking good	love
503	wow I just had a two hour conversation with someone on omegle. it was amazing	happiness
504	i wish i was going to be with my ST girls tomorrow	worry
505	@Td_keepsitreal haha awe. Well right now, I could be at home but I have to be here. It's horrible  Lol	love
506	@joshuawoodard happy birthday man! my ride to the wedding  i'll see you guys soon though. you play here JULY 27th!	happiness
507	Just going to shower. Brb in 10 mins or so	neutral
508	In math class now, about to shoot myself because its so boring.	neutral
509	@nomysteryleft well, the customer is always right (at least that's what they tell me)	neutral
510	G'night world. Vacations have to end some day.	sadness
511	Flat is sparkling clean, now that's team work  on way to pick up food for 6!	neutral
512	going shopping with my mammyy.... my makeup and face are being generally quite nice to me today	happiness
513	@ryan_lopez I love you  kiss me!	love
514	@mtmodular Pixies - Number 13 gives me such an energy rush. They are playing a festival close to me in June, but work won't me me go	sadness
515	Have to sell my car. It's costing me too much. Can now afford one rollerskate. Bye bye petey	worry
516	5 Mins, till the end of follow me Friday	sadness
517	@Tyrese4ReaL thanks, I deserve it.	love
518	Dad: &quot;No trips to Lahore for you.&quot; Me: &quot;I do live in DC &amp; NYC which also = big targets.&quot; Bummer, no Pizza Hut chicken tikka pizza for me	sadness
519	Is Watching Britains Got Talent, &amp; Is biting her nails. Please don't come off black nail varnish	worry
520	@drhett Not yet. I hope to check it out this week.	neutral
521	my monday running so fast!	love
522	@SongzYuuup u welcome babe, kill the show! Yuuupp!	worry
523	@hairrocks happy birthday!	happiness
524	@jbaldwin Perfect. Thank you. Enjoy your sunday of no work	worry
525	@Antonisha man those people are hard to reach, I've been stalking H.R.	neutral
526	@infovestment LOL, very true. I've been keeping an eye out for that - they arent very tech savvy so I've been alright thus far	happiness
527	http://twitpic.com/4jb0q - And a few more	neutral
528	@eraticschematic I'm pretty bored with it too	sadness
529	@iheartreading hey sorry i just got the tweet about the puppy... and someone already got it	sadness
530	Liam peed in the potty!!	happiness
531	owww, back pain  hm, walmart or no? i could get cupcakes~	worry
532	@tanyaDlove whats up? im sad  you didnt text today.	worry
533	Aw. Toy Story 3 is coming out NEXT year.	neutral
534	@mitchelmusso  omg, I can't call you from england, this sucks!! Please say hi to me on here!! it will mean soo much!! =D	neutral
535	but worth it i spose	happiness
536	The 3d version of Up sold out   regular version it is!	sadness
